Ano;Código Município;Município;UF;IBC;Cobertura Pop. 4G5G;Densidade SMP;HHI SMP;Densidade SCM;HHI SCM;Adensamento Estações;Fibra;Cobertura área agricultável
2024;2925956;Rafael Jambeiro - BA;BA;38,52;0,6304;68,83;5718;0,09;4125;3,47;0,5;0,3843
2024;2926004;Remanso - BA;BA;38,31;0,6234;60,73;5621;2,84;596;1,40;1;0,0488
2024;2926103;Retirolândia - BA;BA;50,19;0,8989;71,87;3184;6,82;6627;2,12;0,5;0,8376
2024;2926202;Riachão das Neves - BA;BA;22,85;0,5251;47,69;4237;4,00;3671;3,14;0;0,0944
2024;2926301;Riachão do Jacuípe - BA;BA;51,33;0,7125;73,91;6197;7,71;5079;2,28;1;0,3982
2024;2926400;Riacho de Santana - BA;BA;33,94;0,5111;45,27;1223;3,32;1044;1,87;1;0,1369
2024;2926509;Ribeira do Amparo - BA;BA;39,84;0,5206;47,77;4363;3,73;7042;3,44;0,5;0,5941
2024;2926608;Ribeira do Pombal - BA;BA;44,23;0,7776;81,64;3080;9,98;5396;2,31;0,5;0,4207
2024;2926657;Ribeirão do Largo - BA;BA;21,32;0,3617;30,41;4473;4,98;4966;3,98;0;0,1473
2024;2926707;Rio de Contas - BA;BA;23,59;0,6090;45,29;540;4,63;5826;2,94;0;0,1490
2024;2926806;Rio do Antônio - BA;BA;44,40;0,6810;46,98;342;0,07;3719;4,44;1;0,5945
2024;2926905;Rio do Pires - BA;BA;36,95;0,6741;66,85;2785;0,77;7248;6,48;0;0,6651
2024;2927002;Rio Real - BA;BA;48,56;0,7730;76,68;3213;0,56;3154;2,70;1;0,5297
2024;2927101;Rodelas - BA;BA;28,42;0,8879;15,34;4988;12,79;5457;1,85;0;0,0442
2024;2927200;Ruy Barbosa - BA;BA;46,13;0,6929;73,64;4122;6,68;5811;2,03;1;0,1359
2024;2927309;Salinas da Margarida - BA;BA;44,38;0,9963;65,13;2782;0,75;6856;4,50;0;0,9994
2024;2927408;Salvador - BA;BA;75,60;0,9996;119,17;6592;16,41;8404;5,31;1;1,0000
2024;2927507;Santa Bárbara - BA;BA;56,65;0,7756;102,50;5295;2,40;5323;1,84;1;0,7149
2024;2927606;Santa Brígida - BA;BA;18,45;0,4527;29,75;3935;4,81;697;1,95;0;0,1921
2024;2927705;Santa Cruz Cabrália - BA;BA;60,01;0,8952;109,12;4475;10,93;7357;4,54;1;0,3545
2024;2927804;Santa Cruz da Vitória - BA;BA;41,56;0,7924;68,76;123;0,36;7266;6,35;0,5;0,4126
2024;2927903;Santa Inês - BA;BA;39,72;0,9331;56,88;601;0,69;7196;2,82;0,5;0,3466
2024;2928000;Santaluz - BA;BA;50,31;0,7099;62,56;6643;12,15;6773;1,25;1;0,2267
2024;2928059;Santa Luzia - BA;BA;23,06;0,6736;45,62;2561;0,47;2186;2,78;0;0,2378
2024;2928109;Santa Maria da Vitória - BA;BA;45,39;0,6362;86,19;6312;5,44;2156;1,98;1;0,1625
2024;2928208;Santana - BA;BA;46,08;0,6615;72,60;6539;4,18;4847;2,35;1;0,1489
2024;2928307;Santanópolis - BA;BA;29,56;0,7963;40,39;149;0,71;5000;2,22;0;0,6375
2024;2928406;Santa Rita de Cássia - BA;BA;22,24;0,5610;63,18;1018;2,11;5881;2,43;0;0,0277
2024;2928505;Santa Teresinha - BA;BA;37,56;0,7202;28,40;2653;1,65;5476;4,61;0,5;0,5116
2024;2928604;Santo Amaro - BA;BA;58,99;0,9506;58,83;5791;4,66;5667;1,71;1;0,9291
2024;2928703;Santo Antônio de Jesus - BA;BA;67,96;0,9470;110,35;6617;18,92;5199;2,38;1;0,7910
2024;2928802;Santo Estêvão - BA;BA;58,78;0,8857;86,09;6564;5,03;4805;2,55;1;0,7317
2024;2928901;São Desidério - BA;BA;29,39;0,5083;73,65;1926;9,14;7693;5,17;0;0,0846
2024;2928950;São Domingos - BA;BA;35,95;0,6824;71,30;3293;0,72;7610;4,60;0;0,5929
2024;2929008;São Félix - BA;BA;54,57;0,8130;153,74;6523;3,37;4098;3,57;0,5;0,6495
2024;2929057;São Félix do Coribe - BA;BA;40,06;0,8248;43,08;4967;4,20;926;1,27;1;0,0739
2024;2929107;São Felipe - BA;BA;46,87;0,7272;89,88;5507;5,12;4831;1,43;0,5;0,6931
2024;2929206;São Francisco do Conde - BA;BA;57,00;0,9744;76,50;5741;3,35;7893;4,64;0,5;1,0000
2024;2929255;São Gabriel - BA;BA;59,11;0,8199;71,25;2283;39,76;1492;2,08;1;0,4442
2024;2929305;São Gonçalo dos Campos - BA;BA;60,31;0,9595;65,96;5174;0,86;7646;1,91;1;0,9852
2024;2929354;São José da Vitória - BA;BA;42,79;0,8788;50,19;1659;0,28;5384;3,67;0,5;0,7063
2024;2929370;São José do Jacuípe - BA;BA;67,20;0,9189;74,19;4680;19,74;6894;4,74;1;0,9160
2024;2929404;São Miguel das Matas - BA;BA;44,92;0,6393;48,86;5319;5,79;6612;2,82;0,5;0,7871
2024;2929503;São Sebastião do Passé - BA;BA;64,45;0,9433;78,04;6260;11,63;5553;3,96;1;0,8907
2024;2929602;Sapeaçu - BA;BA;59,06;0,9770;58,72;4705;7,00;2519;3,22;1;0,9943
2024;2929701;Sátiro Dias - BA;BA;24,82;0,4212;73,81;5834;3,53;856;2,43;0;0,2786
2024;2929750;Saubara - BA;BA;46,82;0,9943;100,84;4327;3,39;4451;4,22;0;0,9037
2024;2929800;Saúde - BA;BA;52,90;0,7317;67,67;5304;13,11;3941;2,80;1;0,4825
2024;2929909;Seabra - BA;BA;36,67;0,6036;74,23;3671;7,32;5067;2,06;0,5;0,1677
2024;2930006;Sebastião Laranjeiras - BA;BA;22,37;0,4210;38,89;4673;0,34;6622;3,12;0;0,1627
2024;2930105;Senhor do Bonfim - BA;BA;64,30;0,9154;90,12;6638;13,25;6744;3,33;1;0,7218
2024;2930154;Serra do Ramalho - BA;BA;48,05;0,7258;52,97;5154;5,27;1907;3,32;1;0,5319
2024;2930204;Sento Sé - BA;BA;39,92;0,7866;61,87;5594;4,27;5444;5,23;0,5;0,1010
2024;2930303;Serra Dourada - BA;BA;42,80;0,4596;49,19;6349;8,50;5974;2,28;1;0,1468
2024;2930402;Serra Preta - BA;BA;47,82;0,6445;48,89;3875;1,00;4910;3,21;1;0,6677
2024;2930501;Serrinha - BA;BA;57,26;0,8720;99,42;5583;2,63;5753;2,01;1;0,6210
2024;2930600;Serrolândia - BA;BA;55,07;0,8961;71,74;5638;19,13;4114;2,89;0,5;0,8502
2024;2930709;Simões Filho - BA;BA;71,33;0,9988;109,70;6085;7,64;8398;5,48;1;1,0000
2024;2930758;Sítio do Mato - BA;BA;33,27;0,4427;50,49;4852;0,09;7749;5,02;0,5;0,1124
2024;2930766;Sítio do Quinto - BA;BA;27,80;0,6240;68,35;506;3,68;5030;2,09;0;0,3907
2024;2930774;Sobradinho - BA;BA;47,37;0,9567;80,82;5867;3,17;841;1,85;1;0,1479
2024;2930808;Souto Soares - BA;BA;52,53;0,7542;61,82;6264;8,79;5134;3,39;1;0,4444
2024;2930907;Tabocas do Brejo Velho - BA;BA;20,04;0,4249;53,44;1284;0,08;7182;2,43;0;0,0605
2024;2931004;Tanhaçu - BA;BA;25,85;0,5025;67,31;3745;0,27;5348;2,76;0;0,2561
2024;2931053;Tanque Novo - BA;BA;37,16;0,6112;61,31;4917;2,22;4259;2,25;0,5;0,3994
2024;2931103;Tanquinho - BA;BA;45,84;0,8302;80,67;4526;6,66;598;5,01;0,5;0,6264
2024;2931202;Taperoá - BA;BA;39,63;0,5504;50,06;2418;13,25;778;2,15;1;0,1607
2024;2931301;Tapiramutá - BA;BA;35,77;0,8433;64,15;5361;2,21;5643;3,08;0;0,4791
2024;2931350;Teixeira de Freitas - BA;BA;59,75;0,9687;94,73;3835;14,86;7975;2,67;1;0,3494
2024;2931400;Teodoro Sampaio - BA;BA;28,65;0,5385;54,69;911;3,45;1447;4,11;0;0,7360
2024;2931509;Teofilândia - BA;BA;48,63;0,8697;60,92;4838;1,44;6722;2,75;0,5;0,8547
2024;2931608;Teolândia - BA;BA;30,68;0,5604;48,58;510;1,65;1685;1,26;0,5;0,4989
2024;2931707;Terra Nova - BA;BA;42,19;0,9673;69,33;5910;4,85;2486;2,72;0;0,8771
2024;2931806;Tremedal - BA;BA;18,95;0,3308;32,78;2497;4,94;1591;3,59;0;0,2909
2024;2931905;Tucano - BA;BA;34,31;0,5744;73,33;3469;3,55;3508;1,57;0,5;0,2470
2024;2932002;Uauá - BA;BA;26,33;0,5703;62,39;1405;0,81;6998;4,32;0;0,1970
2024;2932101;Ubaíra - BA;BA;35,02;0,5024;48,11;4848;3,37;5171;2,61;0,5;0,3681
2024;2932200;Ubaitaba - BA;BA;57,44;0,8293;85,99;6323;8,89;3477;2,78;1;0,6632
2024;2932309;Ubatã - BA;BA;51,93;0,7704;92,41;5718;5,96;4388;2,48;1;0,3353
2024;2932408;Uibaí - BA;BA;40,60;0,7638;50,56;4711;13,86;484;2,16;0,5;0,4764
2024;2932457;Umburanas - BA;BA;42,17;0,4851;71,70;5019;4,17;5234;2,88;1;0,0932
2024;2932507;Una - BA;BA;33,34;0,5339;70,92;1962;17,67;6261;4,89;0;0,2398
2024;2932606;Urandi - BA;BA;38,10;0,5288;53,09;3075;1,38;3049;1,90;1;0,2200
2024;2932705;Uruçuca - BA;BA;56,33;0,8539;85,52;5887;3,33;7654;1,81;1;0,5501
2024;2932804;Utinga - BA;BA;38,37;0,7285;48,48;4935;9,50;3894;2,40;0,5;0,2717
2024;2932903;Valença - BA;BA;53,53;0,7414;80,61;6631;12,09;5482;2,11;1;0,3285
2024;2933000;Valente - BA;BA;61,33;0,9437;81,49;3405;6,58;6848;3,58;1;0,8630
2024;2933059;Várzea da Roça - BA;BA;46,81;0,8175;45,51;5712;4,58;5323;2,80;0,5;0,8345
2024;2933109;Várzea do Poço - BA;BA;58,13;0,9735;103,34;1388;12,58;4960;5,99;0,5;0,9579
2024;2933158;Várzea Nova - BA;BA;41,34;0,7055;65,47;143;3,37;5285;2,17;1;0,1405
2024;2933174;Varzedo - BA;BA;44,80;0,6950;57,75;5759;2,99;5283;1,94;0,5;0,8125
2024;2933208;Vera Cruz - BA;BA;69,83;0,9245;111,11;6590;1,61;6366;9,56;1;1,0000
2024;2933257;Vereda - BA;BA;27,40;0,2417;40,63;811;0,37;7557;4,86;0,5;0,1976
2024;2933307;Vitória da Conquista - BA;BA;62,95;0,8957;102,66;6690;17,06;8222;2,72;1;0,3902
2024;2933406;Wagner - BA;BA;33,09;0,8324;51,09;3896;5,86;4645;3,05;0;0,4218
2024;2933455;Wanderley - BA;BA;31,07;0,5233;56,03;2681;0,42;7812;2,23;0,5;0,0520
2024;2933505;Wenceslau Guimarães - BA;BA;27,66;0,5995;37,07;4883;1,37;4266;2,36;0;0,5035
2024;2933604;Xique-Xique - BA;BA;45,64;0,7590;69,16;5168;6,75;4292;2,34;1;0,0638
2024;3100104;Abadia dos Dourados - MG;MG;38,06;0,6975;86,44;5561;15,29;5069;4,71;0;0,2380
2024;3100203;Abaeté - MG;MG;35,94;0,8831;88,07;1672;17,55;3011;3,89;0;0,1494
2024;3100302;Abre Campo - MG;MG;53,08;0,7289;109,29;4817;4,85;4844;6,29;0,5;0,8208
2024;3100401;Acaiaca - MG;MG;66,01;0,9182;89,42;4235;20,07;3878;15,01;0,5;0,9877
2024;3100500;Açucena - MG;MG;46,44;0,6384;54,50;4854;5,47;5901;8,89;0,5;0,6300
2024;3100609;Água Boa - MG;MG;50,92;0,5638;74,15;3487;14,13;7528;3,99;1;0,2922
2024;3100708;Água Comprida - MG;MG;53,64;0,8317;108,18;5929;10,72;7037;18,48;0;0,4239
2024;3100807;Aguanil - MG;MG;52,01;0,8939;76,84;2550;19,00;6340;11,14;0;0,8310
2024;3100906;Águas Formosas - MG;MG;52,71;0,8164;76,64;5134;4,38;7353;2,12;1;0,3956
2024;3101003;Águas Vermelhas - MG;MG;40,47;0,8592;62,53;3060;5,90;1610;3,45;0,5;0,4427
2024;3101102;Aimorés - MG;MG;56,72;0,8714;76,89;1711;7,28;7668;4,20;1;0,6239
2024;3101201;Aiuruoca - MG;MG;39,25;0,5925;55,58;1558;17,69;1976;6,27;0,5;0,3130
2024;3101300;Alagoa - MG;MG;37,94;0,6436;72,16;418;7,24;3395;10,65;0;0,6881
2024;3101409;Albertina - MG;MG;45,45;0,9039;91,04;127;1,69;4324;9,92;0;0,9720
2024;3101508;Além Paraíba - MG;MG;71,72;0,9298;99,90;5993;29,73;4700;6,06;1;0,7657
2024;3101607;Alfenas - MG;MG;77,45;0,9810;103,32;5029;39,17;7071;4,76;1;0,8565
2024;3101631;Alfredo Vasconcelos - MG;MG;73,63;0,9667;82,06;5168;21,24;6481;9,74;1;1,0000
2024;3101706;Almenara - MG;MG;52,41;0,8347;83,21;5263;8,06;7764;2,15;1;0,1717
2024;3101805;Alpercata - MG;MG;60,81;0,9681;96,14;4474;5,69;5944;9,96;0,5;0,9935
2024;3101904;Alpinópolis - MG;MG;54,03;0,9217;86,00;2564;10,72;5721;5,36;0,5;0,8134
2024;3102001;Alterosa - MG;MG;50,20;0,8753;80,67;2659;12,54;5167;2,81;0,5;0,7162
2024;3102050;Alto Caparaó - MG;MG;60,36;0,9495;85,07;2962;31,66;1878;3,34;0,5;0,9979
2024;3102100;Alto Rio Doce - MG;MG;60,43;0,7249;55,36;4696;16,77;7281;5,46;1;0,7862
2024;3102209;Alvarenga - MG;MG;47,24;0,6305;73,65;3053;19,34;3753;7,48;0,5;0,4635
2024;3102308;Alvinópolis - MG;MG;66,42;0,8583;77,80;4569;20,57;7022;5,86;1;0,8189
2024;3102407;Alvorada de Minas - MG;MG;49,26;0,6848;85,75;5023;16,80;2911;13,88;0;0,7659
2024;3102506;Amparo do Serra - MG;MG;46,89;0,8207;72,21;4900;9,05;3307;8,71;0;0,9837
2024;3102605;Andradas - MG;MG;57,75;0,9089;87,76;4757;24,48;1816;4,26;0,5;0,8774
2024;3102704;Cachoeira de Pajeú - MG;MG;38,33;0,5712;51,60;4622;10,24;1701;4,29;0,5;0,4466
2024;3102803;Andrelândia - MG;MG;46,47;0,8583;83,84;5706;8,77;4816;4,11;0,5;0,3162
2024;3102852;Angelândia - MG;MG;55,00;0,7222;71,60;2696;16,13;3347;3,82;1;0,6650
2024;3102902;Antônio Carlos - MG;MG;67,82;0,8657;85,41;4096;24,33;6430;7,93;1;0,7118
2024;3103009;Antônio Dias - MG;MG;61,91;0,6893;66,06;4720;6,36;7792;14,91;1;0,6374
2024;3103108;Antônio Prado de Minas - MG;MG;55,01;0,8083;65,98;4996;9,11;6885;19,26;0;0,9434
2024;3103207;Araçaí - MG;MG;64,35;0,9353;81,74;4976;12,81;8010;13,49;0,5;0,9080
2024;3103306;Aracitaba - MG;MG;51,73;0,9090;70,60;4704;2,29;2980;19,09;0;0,9575
2024;3103405;Araçuaí - MG;MG;51,60;0,7459;82,90;2848;5,17;7436;3,40;1;0,3766
2024;3103504;Araguari - MG;MG;67,77;0,9544;89,12;7019;24,15;7997;6,10;1;0,4311
2024;3103603;Arantina - MG;MG;67,02;0,9641;83,55;4571;17,75;3405;10,03;1;0,7608
2024;3103702;Araponga - MG;MG;32,67;0,5458;63,91;3821;5,79;1115;6,08;0;0,6655
2024;3103751;Araporã - MG;MG;61,50;0,9826;55,77;6140;18,67;2573;6,72;1;0,6298
2024;3103801;Arapuá - MG;MG;59,85;0,9008;88,74;4365;17,99;3548;11,22;0,5;0,7950
2024;3103900;Araújos - MG;MG;64,19;0,9618;82,20;5179;25,93;6029;11,51;0,5;0,7034
2024;3104007;Araxá - MG;MG;71,92;0,9894;103,01;6563;26,82;5987;6,29;1;0,6551
2024;3104106;Arceburgo - MG;MG;51,18;0,9720;87,51;6335;21,18;1406;3,21;0;0,9950
2024;3104205;Arcos - MG;MG;66,73;0,9786;102,80;3543;16,28;7260;4,38;1;0,7431
2024;3104304;Areado - MG;MG;67,99;0,9446;85,36;2042;23,63;7018;4,93;1;0,8820
2024;3104403;Argirita - MG;MG;58,27;0,8752;70,97;4705;2,50;7152;14,68;0,5;0,8712
2024;3104452;Aricanduva - MG;MG;31,07;0,5734;10,56;5146;6,04;1587;6,22;0;0,8112
2024;3104502;Arinos - MG;MG;42,90;0,6570;103,76;3293;6,97;7503;5,11;0,5;0,1035
2024;3104601;Astolfo Dutra - MG;MG;63,36;0,9844;89,61;1703;8,51;6589;4,12;1;0,9363
2024;3104700;Ataléia - MG;MG;29,77;0,5552;53,88;4703;4,16;7222;3,58;0;0,3015
2024;3104809;Augusto de Lima - MG;MG;58,42;0,6989;92,16;4033;16,87;1354;15,24;1;0,2409
2024;3104908;Baependi - MG;MG;57,55;0,7986;70,64;6117;23,19;4357;2,13;1;0,4366
2024;3105004;Baldim - MG;MG;46,72;0,8770;94,09;4943;14,51;3034;11,82;0;0,4470
2024;3105103;Bambuí - MG;MG;49,85;0,8835;86,20;2031;5,79;5732;3,31;1;0,1815
2024;3105202;Bandeira - MG;MG;36,85;0,5206;48,19;5351;3,48;5832;6,22;0,5;0,2411
2024;3105301;Bandeira do Sul - MG;MG;69,93;0,9800;95,44;2212;12,24;6443;9,76;1;1,0000
2024;3105400;Barão de Cocais - MG;MG;69,67;0,9719;99,15;3743;25,60;4888;2,49;1;0,9657
2024;3105509;Barão de Monte Alto - MG;MG;45,71;0,9503;65,08;3937;2,26;3484;10,02;0;0,9578
2024;3105608;Barbacena - MG;MG;77,80;0,9884;99,56;6082;33,83;7234;5,63;1;0,9379
2024;3105707;Barra Longa - MG;MG;60,48;0,5330;56,71;4975;20,35;6567;8,71;1;0,7657
2024;3105905;Barroso - MG;MG;68,85;0,9935;84,63;5944;25,63;3045;1,94;1;0,9965
2024;3106002;Bela Vista de Minas - MG;MG;63,08;0,9884;54,72;5685;15,90;2664;5,76;1;0,8944
2024;3106101;Belmiro Braga - MG;MG;51,82;0,8101;96,42;1080;1,12;7490;18,19;0;0,9091
2024;3106200;Belo Horizonte - MG;MG;82,76;1,0000;114,93;6975;36,79;7645;6,39;1;1,0000
2024;3106309;Belo Oriente - MG;MG;64,53;0,9634;87,94;4872;13,39;1240;5,31;1;0,9900
2024;3106408;Belo Vale - MG;MG;66,76;0,8642;85,17;6300;10,08;4080;8,94;1;0,9748
2024;3106507;Berilo - MG;MG;50,61;0,5601;62,01;3944;0,93;4447;6,14;1;0,7550
2024;3106606;Bertópolis - MG;MG;35,98;0,6820;79,85;2680;2,82;3280;8,80;0;0,5302
2024;3106655;Berizal - MG;MG;38,20;0,8389;77,23;696;8,28;6101;7,01;0;0,4370
2024;3106705;Betim - MG;MG;77,16;0,9994;103,84;6289;25,98;8618;5,01;1;0,9996
2024;3106804;Bias Fortes - MG;MG;42,42;0,7223;62,31;3696;0,94;6361;11,81;0;0,7932
2024;3106903;Bicas - MG;MG;66,92;0,9680;88,33;5216;24,35;5153;2,09;1;0,8021
2024;3107000;Biquinhas - MG;MG;60,68;0,7663;84,23;618;12,41;4004;16,60;1;0,4913
2024;3107109;Boa Esperança - MG;MG;59,84;0,8859;84,67;5094;17,19;5019;2,90;1;0,5458
2024;3107208;Bocaina de Minas - MG;MG;46,75;0,6864;52,96;3678;7,81;6848;7,26;0,5;0,6416
2024;3107307;Bocaiúva - MG;MG;48,82;0,8415;90,55;2468;3,57;2408;4,23;1;0,2868
2024;3107406;Bom Despacho - MG;MG;67,27;0,9586;97,21;4622;27,90;6199;6,30;1;0,4413
2024;3107505;Bom Jardim de Minas - MG;MG;67,21;0,9086;100,34;4964;23,74;5674;7,18;1;0,5487
2024;3107604;Bom Jesus da Penha - MG;MG;50,28;0,8481;75,87;63;12,19;6677;4,31;0,5;0,7833
2024;3107703;Bom Jesus do Amparo - MG;MG;71,50;0,9299;88,81;6648;14,30;5365;10,39;1;0,9614
2024;3107802;Bom Jesus do Galho - MG;MG;46,77;0,7592;65,33;2052;6,07;4953;4,74;0,5;0,8256
2024;3107901;Bom Repouso - MG;MG;50,75;0,8091;74,76;2018;12,70;7348;2,28;0,5;0,8200
2024;3108008;Bom Sucesso - MG;MG;62,08;0,8986;77,55;1964;21,74;5491;4,00;1;0,7243
2024;3108107;Bonfim - MG;MG;44,50;0,7819;68,07;3073;11,20;6327;5,21;0;0,9290
2024;3108206;Bonfinópolis de Minas - MG;MG;29,30;0,7418;79,09;749;1,71;5964;5,34;0;0,1152
2024;3108255;Bonito de Minas - MG;MG;16,97;0,3120;46,92;927;0,46;6404;2,86;0;0,0348
2024;3108305;Borda da Mata - MG;MG;55,19;0,9610;83,85;2605;31,40;6671;3,93;0;0,9502
2024;3108404;Botelhos - MG;MG;64,72;0,8879;90,47;1687;23,56;1382;6,61;1;0,8970
2024;3108503;Botumirim - MG;MG;31,77;0,5659;43,91;144;1,95;5672;5,14;0,5;0,2150
2024;3108552;Brasilândia de Minas - MG;MG;45,83;0,8956;98,93;3692;8,30;6236;4,54;0,5;0,1304
2024;3108602;Brasília de Minas - MG;MG;54,62;0,8213;79,67;3454;6,48;6881;3,92;1;0,4837
2024;3108701;Brás Pires - MG;MG;47,09;0,8249;76,68;5007;14,39;876;9,27;0;0,9129
2024;3108800;Braúnas - MG;MG;37,80;0,4889;58,48;3154;0,47;3890;6,70;0,5;0,5515
2024;3108909;Brazópolis - MG;MG;45,95;0,7903;69,88;5769;30,37;555;4,14;0;0,7199
2024;3109006;Brumadinho - MG;MG;80,06;0,9627;134,73;2826;31,08;6202;10,30;1;0,9430
2024;3109105;Bueno Brandão - MG;MG;52,26;0,6798;58,41;1567;20,77;2319;3,58;1;0,6078
2024;3109204;Buenópolis - MG;MG;52,97;0,7955;87,06;2308;9,59;6475;5,42;1;0,2539
2024;3109253;Bugre - MG;MG;45,95;0,7903;61,41;2933;2,07;5853;14,46;0;0,8984
2024;3109303;Buritis - MG;MG;42,50;0,7245;85,87;1327;12,59;7342;4,86;0,5;0,1084
2024;3109402;Buritizeiro - MG;MG;35,41;0,8909;74,75;3312;10,97;7191;3,32;0;0,0937
2024;3109451;Cabeceira Grande - MG;MG;42,76;0,8713;91,23;43;24,63;7084;4,41;0;0,3145
2024;3109501;Cabo Verde - MG;MG;61,47;0,7409;78,74;1567;15,29;6623;6,14;1;0,8772
2024;3109600;Cachoeira da Prata - MG;MG;69,71;0,9917;86,19;1462;16,45;5394;10,58;1;0,9833
2024;3109709;Cachoeira de Minas - MG;MG;63,93;0,8361;81,54;4032;16,96;5794;4,90;1;0,8646
2024;3109808;Cachoeira Dourada - MG;MG;61,73;0,9244;83,38;2848;0,51;7960;17,05;1;0,3610
2024;3109907;Caetanópolis - MG;MG;57,79;0,9905;87,32;1226;16,31;6338;3,38;0,5;1,0000
2024;3110004;Caeté - MG;MG;71,64;0,9702;92,39;5350;23,82;6991;5,77;1;0,8551
2024;3110103;Caiana - MG;MG;52,05;0,7904;53,10;5046;17,77;1068;9,15;0,5;0,8027
2024;3110202;Cajuri - MG;MG;55,65;0,9052;80,60;2092;0,14;5344;11,94;0,5;0,9995
2024;3110301;Caldas - MG;MG;58,55;0,7843;87,02;2907;16,27;1828;6,17;1;0,6971
2024;3110400;Camacho - MG;MG;39,98;0,6325;68,82;1483;11,65;2340;13,95;0;0,5991
2024;3110509;Camanducaia - MG;MG;67,24;0,8736;84,67;5790;19,16;7460;5,81;1;0,7622
2024;3110608;Cambuí - MG;MG;71,45;0,9564;100,76;5376;28,68;3542;2,92;1;0,9885
2024;3110707;Cambuquira - MG;MG;64,33;0,9497;86,16;5014;9,12;5433;5,57;1;0,8725
2024;3110806;Campanário - MG;MG;54,36;0,7957;86,49;61;1,41;7341;10,28;1;0,4164
2024;3110905;Campanha - MG;MG;47,10;0,9638;83,08;4353;6,28;5864;3,67;0;0,9693
2024;3111002;Campestre - MG;MG;60,63;0,7564;73,72;2131;22,49;6176;5,20;1;0,6805
2024;3111101;Campina Verde - MG;MG;55,09;0,8039;48,62;5406;22,05;4022;8,77;1;0,1654
2024;3111150;Campo Azul - MG;MG;37,66;0,6730;86,51;21;0,26;7706;10,52;0;0,5060
2024;3111200;Campo Belo - MG;MG;67,74;0,9770;94,40;4633;20,85;5914;3,52;1;0,8210
2024;3111309;Campo do Meio - MG;MG;48,42;0,9290;83,50;5709;11,78;669;2,58;0,5;0,6056
2024;3111408;Campo Florido - MG;MG;48,35;0,8254;68,84;6159;12,96;3287;7,92;0,5;0,3688
2024;3111507;Campos Altos - MG;MG;68,43;0,9500;87,22;6632;25,24;5404;6,09;1;0,6341
2024;3111606;Campos Gerais - MG;MG;59,51;0,8531;77,03;4440;11,06;5196;4,48;1;0,7300
2024;3111705;Canaã - MG;MG;43,07;0,7994;61,07;4989;0,02;4722;8,28;0;0,9833
2024;3111804;Canápolis - MG;MG;52,54;0,9470;51,72;4580;19,37;3924;7,44;0,5;0,5844
2024;3111903;Cana Verde - MG;MG;62,60;0,9323;71,34;1487;16,86;2546;7,47;1;0,9159
2024;3112000;Candeias - MG;MG;56,51;0,8057;76,51;4733;18,91;3178;2,81;1;0,5219
2024;3112059;Cantagalo - MG;MG;43,10;0,7545;84,53;3387;0,20;7679;7,43;0;0,8222
2024;3112109;Caparaó - MG;MG;57,47;0,8687;72,90;4485;14,72;2482;9,72;0,5;0,9847
2024;3112208;Capela Nova - MG;MG;53,58;0,8859;76,06;3661;4,64;2507;9,06;0,5;0,9888
2024;3112307;Capelinha - MG;MG;63,69;0,8151;98,16;5387;24,07;5774;3,37;1;0,5552
2024;3112406;Capetinga - MG;MG;55,93;0,9298;84,98;2995;0,33;7649;10,52;0,5;0,8524
2024;3112505;Capim Branco - MG;MG;69,71;0,9904;86,95;4769;15,41;7029;5,40;1;1,0000
2024;3112604;Capinópolis - MG;MG;59,02;0,9480;72,60;6380;20,73;3278;4,70;1;0,3440
2024;3112653;Capitão Andrade - MG;MG;36,87;0,8207;77,08;3641;0,97;2473;6,45;0;0,6185
2024;3112703;Capitão Enéas - MG;MG;64,00;0,8899;117,09;2742;10,20;6418;9,03;1;0,5452
2024;3112802;Capitólio - MG;MG;62,67;0,8420;111,11;3138;19,96;5593;15,65;0,5;0,5888
2024;3112901;Caputira - MG;MG;38,37;0,7392;79,10;1133;2,21;3583;5,48;0;0,9025
2024;3113008;Caraí - MG;MG;35,56;0,5105;52,55;2053;1,72;5584;3,56;0,5;0,4907
2024;3113107;Caranaíba - MG;MG;65,19;0,7386;51,49;5044;16,22;6432;10,14;1;0,9742
2024;3113206;Carandaí - MG;MG;66,42;0,9076;84,15;5692;27,45;5205;4,92;1;0,6117
2024;3113305;Carangola - MG;MG;65,53;0,9297;80,85;3001;21,16;7012;3,73;1;0,8198
2024;3113404;Caratinga - MG;MG;65,93;0,9150;93,51;2696;20,42;6887;3,42;1;0,8293
2024;3113503;Carbonita - MG;MG;28,26;0,7513;77,18;82;0,74;4954;4,63;0;0,1902
2024;3113602;Careaçu - MG;MG;63,31;0,8834;73,47;4225;12,14;6813;8,54;1;0,7072
2024;3113701;Carlos Chagas - MG;MG;35,72;0,7061;76,35;5743;8,03;6666;5,30;0;0,1964
2024;3113800;Carmésia - MG;MG;39,63;0,6566;67,26;4785;4,06;5644;11,19;0;0,5430
2024;3113909;Carmo da Cachoeira - MG;MG;65,60;0,8653;89,50;4246;10,08;7269;10,19;1;0,7276
2024;3114006;Carmo da Mata - MG;MG;52,94;0,8556;80,12;1796;24,65;6169;2,66;0,5;0,6276
2024;3114105;Carmo de Minas - MG;MG;62,47;0,8872;61,38;5994;17,02;5734;4,96;1;0,7409
2024;3114204;Carmo do Cajuru - MG;MG;58,62;0,9555;98,88;2643;20,75;2425;8,20;0,5;0,7888
